Relation,Genre,Datasource,Itemid,SemClass,Arg1_RawText,Arg2_RawText
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1119,Arsene Lupin_FR_EN_batch_03_item_12,reason,"After a month of patient investigation, the problem remained unsolved. The poor devil of a Baudru could not be kept in prison indefinitely, and to place him on trial would be ridiculous.","There was no charge against him. Consequently, he was released; but the chief of the Sûrété resolved to keep him under surveillance. This idea originated with Ganimard."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1119,Arsene Lupin_FR_EN_batch_03_item_13,reason,"Consequently, he was released; but the chief of the Sûrété resolved to keep him under surveillance. This idea originated with Ganimard.",From his point of view there was neither complicity nor chance. Baudru was an instrument upon which Arsène Lupin had played with his extraordinary skill.
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1119,Arsene Lupin_FR_EN_batch_03_item_14,reason,This idea originated with Ganimard. From his point of view there was neither complicity nor chance.,"Baudru was an instrument upon which Arsène Lupin had played with his extraordinary skill. Baudru, when set at liberty, would lead them to Arsène Lupin or, at least, to some of his accomplices."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1121,Arsene Lupin_FR_EN_batch_03_item_15,precedence,"One foggy morning in January the prison gates opened and Baudru Désiré stepped forth--a free man. At first he appeared to be quite embarrassed, and walked like a person who has no precise idea whither he is going.","He followed the rue de la Santé and the rue Saint Jacques. He stopped in front of an old-clothes shop, removed his jacket and his vest, sold his vest on which he realized a few sous; then, replacing his jacket, he proceeded on his way."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1121,Arsene Lupin_FR_EN_batch_03_item_16,precedence,"At first he appeared to be quite embarrassed, and walked like a person who has no precise idea whither he is going. He followed the rue de la Santé and the rue Saint Jacques.","He stopped in front of an old-clothes shop, removed his jacket and his vest, sold his vest on which he realized a few sous; then, replacing his jacket, he proceeded on his way. He crossed the Seine. At the Châtelet an omnibus passed him."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1121,Arsene Lupin_FR_EN_batch_03_item_17,conjunction,He crossed the Seine. At the Châtelet an omnibus passed him.,"He wished to enter it, but there was no place. The controller advised him to secure a number, so he entered the waiting-room."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1131,Arsene Lupin_FR_EN_batch_03_item_18,result,There was an interior corridor extending from the waiting-room to the rue Saint Martin. Ganimard rushed through it and arrived just in time to observe Baudru upon the top of the Batignolles-Jardin de Plates omnibus as it was turning the corner of the rue de Rivoli. He ran and caught the omnibus. But he had lost his two assistants.,He must continue the pursuit alone. In his anger he was inclined to seize the man by the collar without ceremony.
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1133,Arsene Lupin_FR_EN_batch_03_item_19,result,"He looked at Baudru. The latter was asleep on the bench, his head rolling from side to side, his mouth half-opened, and an incredible expression of stupidity on his blotched face.","No, such an adversary was incapable of deceiving old Ganimard. It was a stroke of luck--nothing more."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1137,Arsene Lupin_FR_EN_batch_03_item_20,conjunction,"He wandered through one path after another, and sometimes retraced his steps. What was he seeking? Had he any definite object? At the end of an hour, he appeared to be faint from fatigue, and, noticing a bench, he sat down.","The spot, not far from Auteuil, on the edge of a pond hidden amongst the trees, was absolutely deserted. After the lapse of another half-hour, Ganimard became impatient and resolved to speak to the man."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1147,Arsene Lupin_FR_EN_batch_04_item_01,arg2-as-detail,"In spite of his fifty years, he still possessed unusual strength, whilst his adversary was apparently in a weak condition. But the struggle was a brief one.","Arsène Lupin made only a slight movement, and, as suddenly as he had made the attack, Ganimard released his hold. His right arm fell inert, useless."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1165,Arsene Lupin_FR_EN_batch_04_item_02,conjunction,"“You can understand that if I worked eighteen months with Doctor Altier at the Saint-Louis hospital, it was not out of love for the work. I considered that he, who would one day have the honor of calling himself Arsène Lupin, ought to be exempt from the ordinary laws governing appearance and identity. Appearance? That can be modified at will. For instance, a hypodermic injection of paraffine will puff up the skin at the desired spot.",Pyrogallic acid will change your skin to that of an Indian. The juice of the greater celandine will adorn you with the most beautiful eruptions and tumors.
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1165,Arsene Lupin_FR_EN_batch_04_item_03,conjunction,"For instance, a hypodermic injection of paraffine will puff up the skin at the desired spot. Pyrogallic acid will change your skin to that of an Indian.",The juice of the greater celandine will adorn you with the most beautiful eruptions and tumors. Another chemical affects the growth of your beard and hair; another changes the tone of your voice.
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1165,Arsene Lupin_FR_EN_batch_04_item_04,conjunction,Pyrogallic acid will change your skin to that of an Indian. The juice of the greater celandine will adorn you with the most beautiful eruptions and tumors.,"Another chemical affects the growth of your beard and hair; another changes the tone of your voice. Add to that two months of dieting in cell 24; exercises repeated a thousand times to enable me to hold my features in a certain grimace, to carry my head at a certain inclination, and adapt my back and shoulders to a stooping posture."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1173,Arsene Lupin_FR_EN_batch_04_item_05,result,"“Baudru exists. He is a poor, harmless fellow whom I met last year; and, really, he bears a certain resemblance to me.","Considering my arrest as a possible event, I took charge of Baudru and studied the points wherein we differed in appearance with a view to correct them in my own person. My friends caused him to remain at the Dépôt overnight, and to leave there next day about the same hour as I did--a coincidence easily arranged."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1173,Arsene Lupin_FR_EN_batch_04_item_06,precedence,"He is a poor, harmless fellow whom I met last year; and, really, he bears a certain resemblance to me. Considering my arrest as a possible event, I took charge of Baudru and studied the points wherein we differed in appearance with a view to correct them in my own person.","My friends caused him to remain at the Dépôt overnight, and to leave there next day about the same hour as I did--a coincidence easily arranged. Of course, it was necessary to have a record of his detention at the Dépôt in order to establish the fact that such a person was a reality; otherwise, the police would have sought elsewhere to find out my identity."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1250,Arsene Lupin_FR_EN_batch_04_item_07,arg2-as-detail,"At that precise moment, and despite the protests of the guards, the door was opened, and a man rushed into our compartment. My companion, who was standing and arranging her luggage, uttered a cry of terror and fell upon the seat.","I am not a coward--far from it--but I confess that such intrusions at the last minute are always disconcerting. They have a suspicious, unnatural aspect."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1316,Arsene Lupin_FR_EN_batch_04_item_08,arg2-as-denier,"I struggled to keep awake. I looked through the window at the landscape and the fleeting clouds, but in a short time all that became confused and indistinct; the image of the nervous lady and the drowsy gentleman were effaced from my memory, and I was buried in the soothing depths of a profound sleep.","The tranquility of my response was soon disturbed by disquieting dreams, wherein a creature that had played the part and bore the name of Arsène Lupin held an important place. He appeared to me with his back laden with articles of value; he leaped over walls, and plundered castles."
