itemid	datasource	genre	subgenre	orig_lang	speaker_id	reflabel	observations	maxagree	majority_softlabel	majoritylabel_sampled	majority_distrlabel20	majority_distrlabel40	arg1	arg2	sent1	sent2
Animal_Farm_EN_batch_02_item_04	Animal_Farm_EN_paragraph_06	novel	NA	English	NA	NA	10	0.6	synchronous:0; precedence:0.2; succession:0; reason:0.1; result:0.6; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;precedence	result	They were so delighted with the song that they sang it right through five times in succession, and might have continued singing it all night if they had not been interrupted. Unfortunately, the uproar awoke Mr. Jones, who sprang out of bed, making sure that there was a fox in the yard.	He seized the gun which always stood in a corner of his bedroom, and let fly a charge of number 6 shot into the darkness. The pellets buried themselves in the wall of the barn and the meeting broke up hurriedly.	Unfortunately, the uproar awoke Mr. Jones, who sprang out of bed, making sure that there was a fox in the yard.	He seized the gun which always stood in a corner of his bedroom, and let fly a charge of number 6 shot into the darkness.
Animal_Farm_EN_batch_02_item_05	Animal_Farm_EN_paragraph_06	novel	NA	English	NA	NA	10	0.6	synchronous:0; precedence:0.2; succession:0; reason:0; result:0.6; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;precedence	result	Unfortunately, the uproar awoke Mr. Jones, who sprang out of bed, making sure that there was a fox in the yard. He seized the gun which always stood in a corner of his bedroom, and let fly a charge of number 6 shot into the darkness.	The pellets buried themselves in the wall of the barn and the meeting broke up hurriedly. Everyone fled to his own sleeping-place.	He seized the gun which always stood in a corner of his bedroom, and let fly a charge of number 6 shot into the darkness.	The pellets buried themselves in the wall of the barn and the meeting broke up hurriedly.
Animal_Farm_EN_batch_02_item_06	Animal_Farm_EN_paragraph_06	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0.5; succession:0.1; reason:0; result:0.4; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	precedence	result;precedence	result;precedence	He seized the gun which always stood in a corner of his bedroom, and let fly a charge of number 6 shot into the darkness. The pellets buried themselves in the wall of the barn and the meeting broke up hurriedly.	Everyone fled to his own sleeping-place. The birds jumped on to their perches, the animals settled down in the straw, and the whole farm was asleep in a moment.	The pellets buried themselves in the wall of the barn and the meeting broke up hurriedly.	Everyone fled to his own sleeping-place.
Animal_Farm_EN_batch_02_item_07	Animal_Farm_EN_paragraph_07	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0.5; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	conjunction;result	conjunction;result	During the next three months there was much secret activity. Major's speech had given to the more intelligent animals on the farm a completely new outlook on life.	They did not know when the Rebellion predicted by Major would take place, they had no reason for thinking that it would be within their own lifetime, but they saw clearly that it was their duty to prepare for it. The work of teaching and organising the others fell naturally upon the pigs, who were generally recognised as being the cleverest of the animals.	Major's speech had given to the more intelligent animals on the farm a completely new outlook on life.	They did not know when the Rebellion predicted by Major would take place, they had no reason for thinking that it would be within their own lifetime, but they saw clearly that it was their duty to prepare for it.
Animal_Farm_EN_batch_02_item_08	Animal_Farm_EN_paragraph_07	novel	NA	English	NA	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0.1; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;arg2-as-instance;conjunction	arg2-as-detail	They did not know when the Rebellion predicted by Major would take place, they had no reason for thinking that it would be within their own lifetime, but they saw clearly that it was their duty to prepare for it. The work of teaching and organising the others fell naturally upon the pigs, who were generally recognised as being the cleverest of the animals.	Pre-eminent among the pigs were two young boars named Snowball and Napoleon, whom Mr. Jones was breeding up for sale. Napoleon was a large, rather fierce-looking Berkshire boar, the only Berkshire on the farm, not much of a talker, but with a reputation for getting his own way.	The work of teaching and organising the others fell naturally upon the pigs, who were generally recognised as being the cleverest of the animals.	Pre-eminent among the pigs were two young boars named Snowball and Napoleon, whom Mr. Jones was breeding up for sale.
Animal_Farm_EN_batch_02_item_09	Animal_Farm_EN_paragraph_07	novel	NA	English	NA	NA	10	0.7	synchronous:0.1; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.7; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction	arg2-as-detail	The work of teaching and organising the others fell naturally upon the pigs, who were generally recognised as being the cleverest of the animals. Pre-eminent among the pigs were two young boars named Snowball and Napoleon, whom Mr. Jones was breeding up for sale.	Napoleon was a large, rather fierce-looking Berkshire boar, the only Berkshire on the farm, not much of a talker, but with a reputation for getting his own way. Snowball was a more vivacious pig than Napoleon, quicker in speech and more inventive, but was not considered to have the same depth of character.	Pre-eminent among the pigs were two young boars named Snowball and Napoleon, whom Mr. Jones was breeding up for sale.	Napoleon was a large, rather fierce-looking Berkshire boar, the only Berkshire on the farm, not much of a talker, but with a reputation for getting his own way.
Animal_Farm_EN_batch_02_item_10	Animal_Farm_EN_paragraph_07	novel	NA	English	NA	NA	10	0.7	synchronous:0.1; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.7; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	contrast	contrast	contrast	Napoleon was a large, rather fierce-looking Berkshire boar, the only Berkshire on the farm, not much of a talker, but with a reputation for getting his own way. Snowball was a more vivacious pig than Napoleon, quicker in speech and more inventive, but was not considered to have the same depth of character.	All the other male pigs on the farm were porkers. The best known among them was a small fat pig named Squealer, with very round cheeks, twinkling eyes, nimble movements, and a shrill voice.	Snowball was a more vivacious pig than Napoleon, quicker in speech and more inventive, but was not considered to have the same depth of character.	All the other male pigs on the farm were porkers.
Animal_Farm_EN_batch_02_item_11	Animal_Farm_EN_paragraph_07	novel	NA	English	NA	NA	10	0.6	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.6; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-instance	arg2-as-instance;arg2-as-detail	arg2-as-instance	Snowball was a more vivacious pig than Napoleon, quicker in speech and more inventive, but was not considered to have the same depth of character. All the other male pigs on the farm were porkers.	The best known among them was a small fat pig named Squealer, with very round cheeks, twinkling eyes, nimble movements, and a shrill voice. He was a brilliant talker, and when he was arguing some difficult point he had a way of skipping from side to side and whisking his tail which was somehow very persuasive.	All the other male pigs on the farm were porkers.	The best known among them was a small fat pig named Squealer, with very round cheeks, twinkling eyes, nimble movements, and a shrill voice.
Animal_Farm_EN_batch_02_item_12	Animal_Farm_EN_paragraph_07	novel	NA	English	NA	NA	10	0.3	synchronous:0; precedence:0; succession:0; reason:0; result:0.3; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.2; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	conjunction;result;arg1-as-denier	result	The others said of Squealer that he could turn black into white.  These three had elaborated old Major's teachings into a complete system of thought, to which they gave the name of Animalism. Several nights a week, after Mr. Jones was asleep, they held secret meetings in the barn and expounded the principles of Animalism to the others.	At the beginning they met with much stupidity and apathy. Some of the animals talked of the duty of loyalty to Mr. Jones, whom they referred to as \"Master,\" or made elementary remarks such as \"Mr. Jones feeds us.	Several nights a week, after Mr. Jones was asleep, they held secret meetings in the barn and expounded the principles of Animalism to the others.	At the beginning they met with much stupidity and apathy.
Animal_Farm_EN_batch_02_item_13	Animal_Farm_EN_paragraph_08	novel	NA	English	NA	NA	10	0.5	synchronous:0.1; precedence:0; succession:0; reason:0.2; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;reason	conjunction	Can you not understand that liberty is worth more than ribbons?  \" Mollie agreed, but she did not sound very convinced.	The pigs had an even harder struggle to counteract the lies put about by Moses, the tame raven. Moses, who was Mr. Jones's especial pet, was a spy and a tale-bearer, but he was also a clever talker.	Mollie agreed, but she did not sound very convinced.	The pigs had an even harder struggle to counteract the lies put about by Moses, the tame raven.
Animal_Farm_EN_batch_02_item_14	Animal_Farm_EN_paragraph_08	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0.5; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	arg2-as-detail;reason	arg2-as-detail;reason	Mollie agreed, but she did not sound very convinced. The pigs had an even harder struggle to counteract the lies put about by Moses, the tame raven.	Moses, who was Mr. Jones's especial pet, was a spy and a tale-bearer, but he was also a clever talker. He claimed to know of the existence of a mysterious country called Sugarcandy Mountain, to which all animals went when they died.	The pigs had an even harder struggle to counteract the lies put about by Moses, the tame raven.	Moses, who was Mr. Jones's especial pet, was a spy and a tale-bearer, but he was also a clever talker.
Animal_Farm_EN_batch_02_item_15	Animal_Farm_EN_paragraph_08	novel	NA	English	NA	NA	10	0.4	synchronous:0.1; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.4; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	contrast	contrast;arg2-as-detail	contrast	It was situated somewhere up in the sky, a little distance beyond the clouds, Moses said.  In Sugarcandy Mountain it was Sunday seven days a week, clover was in season all the year round, and lump sugar and linseed cake grew on the hedges. The animals hated Moses because he told tales and did no work, but some of them believed in Sugarcandy Mountain, and the pigs had to argue very hard to persuade them that there was no such place.	Their most faithful disciples were the two cart-horses, Boxer and Clover. These two had great difficulty in thinking anything out for themselves, but having once accepted the pigs as their teachers, they absorbed everything that they were told, and passed it on to the other animals by simple arguments.	The animals hated Moses because he told tales and did no work, but some of them believed in Sugarcandy Mountain, and the pigs had to argue very hard to persuade them that there was no such place.	Their most faithful disciples were the two cart-horses, Boxer and Clover.
