itemid	datasource	genre	subgenre	orig_lang	speaker_id	reflabel	observations	maxagree	majority_softlabel	majoritylabel_sampled	majority_distrlabel20	majority_distrlabel40	arg1	arg2	sent1	sent2
original_en_batch_03_item_15	europarl-original-en-ep-00-01-18.txt	europarl	NA	English	<SPEAKER ID=168 NAME=\"WallstrÃ¶m\">	NA	10	0.6	synchronous:0; precedence:0; succession:0; reason:0.6; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	conjunction;reason	reason	I wish I could give guarantees for many things but unfortunately I am not able to.	We make our judgements from reports like this and the missions we send to check on things like this. That is what we rely on when we advise people on what to do.	I wish I could give guarantees for many things but unfortunately I am not able to.	We make our judgements from reports like this and the missions we send to check on things like this.
original_en_batch_03_item_16	europarl-original-en-ep-00-01-18.txt	europarl	NA	English	<SPEAKER ID=168 NAME=\"WallstrÃ¶m\">	NA	10	0.3	synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.3; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0.2; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-goal	conjunction;arg1-as-instance;arg2-as-goal;result	arg2-as-goal	I wish I could give guarantees for many things but unfortunately I am not able to. We make our judgements from reports like this and the missions we send to check on things like this.	That is what we rely on when we advise people on what to do.	We make our judgements from reports like this and the missions we send to check on things like this.	That is what we rely on when we advise people on what to do.
original_en_batch_03_item_20	europarl-original-en-ep-00-01-18.txt	europarl	NA	English	<SPEAKER ID=173 NAME=\"Patten\">	NA	10	0.3	synchronous:0; precedence:0; succession:0; reason:0.1; result:0.2; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-instance	arg2-as-instance;conjunction;result	arg2-as-instance	The concerns expressed by the European Parliament about Tibet are widely shared.	I have long believed in the need to set out our views on human rights issues, including Tibet, firmly and candidly to the Chinese authorities. The European Union did that at the European Union­China Summit in Peking last month where we pressed the Chinese on a number of human rights issues, including Tibet.	The concerns expressed by the European Parliament about Tibet are widely shared.	I have long believed in the need to set out our views on human rights issues, including Tibet, firmly and candidly to the Chinese authorities.
original_en_batch_04_item_01	europarl-original-en-ep-00-01-18.txt	europarl	NA	English	<SPEAKER ID=173 NAME=\"Patten\">	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.4; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-instance	arg2-as-detail;arg2-as-instance;conjunction	arg2-as-instance	The concerns expressed by the European Parliament about Tibet are widely shared. I have long believed in the need to set out our views on human rights issues, including Tibet, firmly and candidly to the Chinese authorities.	The European Union did that at the European Union­China Summit in Peking last month where we pressed the Chinese on a number of human rights issues, including Tibet. We again urged the Chinese to begin a dialogue with the Dalai Lama.	I have long believed in the need to set out our views on human rights issues, including Tibet, firmly and candidly to the Chinese authorities.	The European Union did that at the European Union­China Summit in Peking last month where we pressed the Chinese on a number of human rights issues, including Tibet.
original_en_batch_04_item_04	europarl-original-en-ep-00-01-18.txt	europarl	NA	English	<SPEAKER ID=173 NAME=\"Patten\">	NA	10	0.3	synchronous:0.1; precedence:0; succession:0; reason:0.1; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg2-as-detail	conjunction	We again urged the Chinese to begin a dialogue with the Dalai Lama. I urge the Chinese again to do so.	We will continue to raise Tibet with the Chinese authorities.	I urge the Chinese again to do so.	We will continue to raise Tibet with the Chinese authorities.
original_en_batch_04_item_05	europarl-original-en-ep-00-01-18.txt	europarl	NA	English	<SPEAKER ID=175 NAME=\"Patten\">	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-instance;arg2-as-detail	arg2-as-detail	Let me make clear to the honourable Member what the position is. I stated nothing but the truth when I said that the appointment of special envoys was a matter for the Council.	As it happens, we deal with the budgetary consequences, the Council makes the appointment.	I stated nothing but the truth when I said that the appointment of special envoys was a matter for the Council.	As it happens, we deal with the budgetary consequences, the Council makes the appointment.
original_en_batch_04_item_06	europarl-original-en-ep-00-01-18.txt	europarl	NA	English	<SPEAKER ID=177 NAME=\"Patten\">	NA	10	0.5	synchronous:0; precedence:0.1; succession:0; reason:0.5; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	conjunction;reason	reason	I have much sympathy with what the honourable Member has said about cultural heritage and about the Buddhist tradition.	Like the honourable Member I have read the autobiography of the Dalai Lama. It is an extremely moving account, not just of his responsibilities in and towards Tibet but also of his spiritual views as well.	I have much sympathy with what the honourable Member has said about cultural heritage and about the Buddhist tradition.	Like the honourable Member I have read the autobiography of the Dalai Lama.
original_en_batch_04_item_07	europarl-original-en-ep-00-01-18.txt	europarl	NA	English	<SPEAKER ID=177 NAME=\"Patten\">	NA	10	0.6	synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.6; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction	arg2-as-detail	I have much sympathy with what the honourable Member has said about cultural heritage and about the Buddhist tradition. Like the honourable Member I have read the autobiography of the Dalai Lama.	It is an extremely moving account, not just of his responsibilities in and towards Tibet but also of his spiritual views as well.	Like the honourable Member I have read the autobiography of the Dalai Lama.	It is an extremely moving account, not just of his responsibilities in and towards Tibet but also of his spiritual views as well.
original_en_batch_04_item_08	europarl-original-en-ep-00-01-18.txt	europarl	NA	English	<SPEAKER ID=182 NAME=\"Patten\">	NA	10	0.3	synchronous:0.1; precedence:0; succession:0; reason:0.3; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	arg2-as-instance;reason	reason	The newspaper reports were misleading.	I do not think there is any difference between us and the Ombudsman. There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	The newspaper reports were misleading.	I do not think there is any difference between us and the Ombudsman.
original_en_batch_04_item_09	europarl-original-en-ep-00-01-18.txt	europarl	NA	English	<SPEAKER ID=182 NAME=\"Patten\">	NA	10	0.4	synchronous:0.1; precedence:0; succession:0; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg2-as-detail	conjunction	The newspaper reports were misleading. I do not think there is any difference between us and the Ombudsman.	There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that. I want to repeat that honourable Members, like the honourable Member who asked the question, who take a particular interest in this issue, will want to have a dialogue about it.	I do not think there is any difference between us and the Ombudsman.	There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.
original_en_batch_04_item_10	europarl-original-en-ep-00-01-18.txt	europarl	NA	English	<SPEAKER ID=182 NAME=\"Patten\">	NA	10	0.4	synchronous:0.1; precedence:0; succession:0; reason:0; result:0.3; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;result	conjunction	I do not think there is any difference between us and the Ombudsman. There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	I want to repeat that honourable Members, like the honourable Member who asked the question, who take a particular interest in this issue, will want to have a dialogue about it.	There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	I want to repeat that honourable Members, like the honourable Member who asked the question, who take a particular interest in this issue, will want to have a dialogue about it.
original_en_batch_04_item_12	europarl-original-en-ep-00-01-18.txt	europarl	NA	English	<SPEAKER ID=195 NAME=\"Patten\">	NA	10	0.2	synchronous:0; precedence:0.1; succession:0.1; reason:0.2; result:0.2; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.2; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason;result;arg2-as-goal	reason	We were able, at the Istanbul Summit a couple of weeks ago, to meet and have discussions with some of the Central Asian republics.	I am very anxious that we should strengthen our relationship with them. I can send the honourable Member, if he would like, a detailed breakdown of exactly where we stand on the negotiation of partnership and cooperation agreements with each of the Central Asian republics.	We were able, at the Istanbul Summit a couple of weeks ago, to meet and have discussions with some of the Central Asian republics.	I am very anxious that we should strengthen our relationship with them.
